tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1917784542905262488',"世間にはキラキラ豪華な巨大ネット高校もあるけど
ハッキリ言って私たちの学校はネット高校の中でも弱小で
施設や設備が貧弱過ぎて倒産も噂されてるらしくて",ja,Tweet,7,391,106,0,49176,2025-05-01 12:34:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1917784291221856721',"私たちはネット高校のLove学院高等学校・通称L高の新１年生の４人で
これから「スクールアイドル」という活動を始めることにしました
目的は知名度アップによる集客とできれば資金集め💰
#いきづらい部",ja,Tweet,88,1230,678,0,139393,2025-05-01 12:33:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#いきづらい部,,,
'1917784039647502687',"初めまして、マイマイです
今日からいきづらい部、副部長やることになりました
これからよろしくお願いします🐌

部長のポルカがあんまりちゃんとしたことを言ってくれなかったので
（予想はしてたけど）
一応解説すると
#いきづらい部",ja,Tweet,47,796,342,1,80866,2025-05-01 12:32:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#いきづらい部,,,
'1916822453264797762',いや、企画会議だから🙃,ja,Tweet,6,286,31,0,35645,2025-04-28 20:51:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1915302689103118564',"運がいいってこういうこと？
怖い💩",ja,Tweet,11,320,85,0,49445,2025-04-24 16:12:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1915302437633790162',"ちょっとなにこれ、どういうこと！？！？！？
不法侵入…
っていうか、なんであの子の行く先々でこんな開けゴマみたいにドアが開くの！？🚪💦",ja,Tweet,7,282,32,0,34146,2025-04-24 16:11:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1914646616193294751',"人はそもそも１人で生きるものでしょ💀
まぁ、べつにたまたま隣にいるなら少しくらいは助けるけど…
うるさいよりマシだし、その方が早いっていうだけだからね？",ja,Tweet,8,296,35,0,32819,2025-04-22 20:45:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1914646364291784889',"私と一緒の学校🏫じゃないと困るとか
そんなこと…
言ってる場合じゃないんだって！！",ja,Tweet,6,291,26,0,31370,2025-04-22 20:44:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1914646112738091457',"っていうか資金難💰で潰れそうとかありがちなデマでしょ、そんなの…
どこにでもあるようなネットの噂を信じるとか
ほんと大丈夫かな、あの子
いつか詐欺とか闇バイトとかに引っかかるんじゃないかと心配💻🧸",ja,Tweet,8,331,56,0,33631,2025-04-22 20:43:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1914645861075714410',"学校に行ったら、ポルカがまた朝からなにか騒いでて🏫

聞いたら「学校がなくなったらどうしよう！」って言うから
なくなったらなくなったで別のネット高校に転校すればいいって言ったら

もっと騒ぎになった💩",ja,Tweet,12,353,89,0,37188,2025-04-22 20:42:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1910300226465771978',"ネット高校に入学するっていうのにマイページログイン💻もできないってどういうこと!?
もしかしてパソコン初めて!?
なるべく関わらないでおこうと固く決意💪

彼女は２だけど、私は最新の最大メルセンヌ素数なんだから！",ja,Tweet,19,376,70,0,39527,2025-04-10 20:54:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1910299975176630564',"この私にすら突進してくるくらいだから
警戒心が薄いんだと思う、きっと
たぶん生存本能も💀

なんか見てるだけでヒヤヒヤする…",ja,Tweet,5,286,30,0,27332,2025-04-10 20:53:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1910299723497451948',"今日ちょっと変な子に会っちゃった…
なんか嫌な予感💩

なんか知らないけどとにかくガードゆるゆるで、誰にでも気安く話しかけちゃう数字で言ったら２みたいなタイプ",ja,Tweet,21,414,132,0,46573,2025-04-10 20:52:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1909878447209693630',"今日は入学式だった

入学式くらいは絶対に行かないと学費出さないって親が言うからーー一応行ってはみたけど
あまり大したことはなかったな😼
あーやっぱり通学コース面倒！",ja,Tweet,6,306,36,0,27252,2025-04-09 16:58:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1907619059958690064',"これからはオンデマンドの授業は倍速視聴⌛でさっさとクリアして、その分空いた時間はぜーんぶプログラミング💻に使うつもり！
空白の美しい3年間✨✨
最高!!!!
この期間を大いに有効に使って3年後にはきっと世界にmai　azabuの名前を響かせてみせる！
はず👌",ja,Tweet,10,365,72,1,38548,2025-04-03 11:20:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1907618808065323312',"趣味と言うか私の本業のプログラミング💻にめいっぱい時間を使いたくて、ネット高校に入ることにしたのはいいけど
親に通学コース指定されたのは誤算だったな😮‍💨
やっぱり去年、昼夜逆転で学校けっこう休んだのが響いたかな

あの頃の私、時間選好率高いとか5歳児レベルだった…
不覚💦",ja,Tweet,9,340,59,0,29645,2025-04-03 11:19:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1907618556373762111',"今日はパソコン💻を1台メンテナンス＆カスタマイズ中⌛
来週から始まる新高校生活のために容量空けとかないとね！
なにしろ私の入る学校はネット高校だから
にしても最近OSの更新多すぎでしょ💢
Be　Simple!",ja,Tweet,8,336,53,2,30158,2025-04-03 11:18:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1906942602261446962',"どうしよう
妹が勝手に応募したアイドルオーディションに受かっちゃったーー

っていうのはエイプリルフールの嘘

ありえないでしょ、そんなの💢
ていうか無断で応募って、たとえ姉妹でも個人情報アウト！
お仕置きだな👍",ja,Tweet,29,465,131,0,41229,2025-04-01 14:32:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
